"-","-"
"-","-"
"*","cuanto"
"*","debo"
"*","pagar"
"*","si"
"*","invadir"
"a","paso"
"a","peatonal"
"-","-"
"-","-"
"*","cuanto"
"*","debo"
"*","pagar"
"*","si"
"*","meterme"
"*","al"
"a","paso"
"a","peatonal"
"-","-"
"-","-"
"*","cuanto"
"*","debo"
"*","pagar"
"*","si"
"*","pase"
"b","alto"
"-","-"
"-","-"
"*","cuanto"
"*","debo"
"*","pagar"
"*","si"
"*","ignorar"
"b","luza"
"b","roja"
"-","-"
"-","-"
"*","cuanto"
"*","debo"
"*","pagar"
"*","si"
"*","dar"
"*","una"
"c","vuelta"
"c","prohibida"
"-","-"
"-","-"
"*","cuanto"
"*","debo"
"*","pagar"
"*","si"
"*","di"
"c","vuelta"
"c","prohibida"
"-","-"
"-","-"
"*","cuanto"
"*","debo"
"*","pagar"
"*","si"
"*","no"
"*","traigo"
"d","cinturon"
"*","de"
"d","seguridad"
"-","-"
"-","-"
"*","cuanto"
"*","debo"
"*","pagar"
"*","si"
"*","no"
"*","traer"
"d","cinturon"
"*","de"
"d","seguridad"
"-","-"
"-","-"
"*","cuanto"
"*","debo"
"*","pagar"
"*","si"
"*","estar"
"*","el"
"a","paso"
"a","peatonal"
"-","-"
"-","-"
"*","cual"
"*","es"
"*","la"
"*","multa"
"*","por"
"*","invadir"
"a","paso"
"a","peatonal"
"-","-"
"-","-"
"*","cual"
"*","es"
"*","la"
"*","multa"
"*","por"
"*","meterme"
"*","al"
"a","paso"
"a","peatonal"
"-","-"
"-","-"
"*","cual"
"*","es"
"*","la"
"*","multa"
"*","por"
"*","pase"
"b","alto"
"-","-"
"-","-"
"*","cual"
"*","es"
"*","la"
"*","multa"
"*","por"
"*","ignorar"
"b","luza"
"b","roja"
"-","-"
"-","-"
"*","cual"
"*","es"
"*","la"
"*","multa"
"*","por"
"*","dar"
"*","una"
"c","vuelta"
"c","prohibida"
"-","-"
"-","-"
"*","cual"
"*","es"
"*","la"
"*","multa"
"*","por"
"*","di"
"c","vuelta"
"c","prohibida"
"-","-"
"-","-"
"*","cual"
"*","es"
"*","la"
"*","multa"
"*","por"
"*","no"
"*","traigo"
"d","cinturon"
"*","de"
"d","seguridad"
"-","-"
"-","-"
"*","cual"
"*","es"
"*","la"
"*","multa"
"*","por"
"*","no"
"*","traer"
"d","cinturon"
"*","de"
"d","seguridad"
"-","-"
"-","-"
"*","cual"
"*","es"
"*","la"
"*","multa"
"*","por"
"*","estar"
"*","el"
"a","paso"
"a","peatonal"
"-","-"
"-","-"
"*","que"
"*","pasa"
"*","si"
"*","#repalce"
"-","-"
"-","-"
"*","que"
"*","pasa"
"*","si"
"*","#repalce"
"-","-"
"-","-"
"*","que"
"*","pasa"
"*","si"
"*","#repalce"
"-","-"
"-","-"
"*","que"
"*","pasa"
"*","si"
"*","#repalce"
"-","-"
"-","-"
"*","que"
"*","pasa"
"*","si"
"*","#repalce"
"-","-"
"-","-"
"*","que"
"*","pasa"
"*","si"
"*","#repalce"
"-","-"
"-","-"
"*","que"
"*","pasa"
"*","si"
"*","#repalce"
"-","-"
"-","-"
"*","que"
"*","pasa"
"*","si"
"*","#repalce"
"-","-"
"-","-"
"*","que"
"*","pasa"
"*","si"
"*","#repalce"
"-","-"
"-","-"
"*","que"
"*","es"
"*","lo"
"*","que"
"*","me"
"*","pasa"
"*","si"
"*","invadir"
"a","paso"
"a","peatonal"
"-","-"
"-","-"
"*","que"
"*","es"
"*","lo"
"*","que"
"*","me"
"*","pasa"
"*","si"
"*","meterme"
"*","al"
"a","paso"
"a","peatonal"
"-","-"
"-","-"
"*","que"
"*","es"
"*","lo"
"*","que"
"*","me"
"*","pasa"
"*","si"
"*","pase"
"b","alto"
"-","-"
"-","-"
"*","que"
"*","es"
"*","lo"
"*","que"
"*","me"
"*","pasa"
"*","si"
"*","ignorar"
"b","luza"
"b","roja"
"-","-"
"-","-"
"*","que"
"*","es"
"*","lo"
"*","que"
"*","me"
"*","pasa"
"*","si"
"*","dar"
"*","una"
"c","vuelta"
"c","prohibida"
"-","-"
"-","-"
"*","que"
"*","es"
"*","lo"
"*","que"
"*","me"
"*","pasa"
"*","si"
"*","di"
"c","vuelta"
"c","prohibida"
"-","-"
"-","-"
"*","que"
"*","es"
"*","lo"
"*","que"
"*","me"
"*","pasa"
"*","si"
"*","no"
"*","traigo"
"d","cinturon"
"*","de"
"d","seguridad"
"-","-"
"-","-"
"*","que"
"*","es"
"*","lo"
"*","que"
"*","me"
"*","pasa"
"*","si"
"*","no"
"*","traer"
"d","cinturon"
"*","de"
"d","seguridad"
"-","-"
"-","-"
"*","que"
"*","es"
"*","lo"
"*","que"
"*","me"
"*","pasa"
"*","si"
"*","estar"
"*","el"
"a","paso"
"a","peatonal"
"-","-"
"-","-"
"*","bot"
"*","dime"
"*","cuanto"
"*","debo"
"*","pagar"
"*","por"
"*","invadir"
"a","paso"
"a","peatonal"
"-","-"
"-","-"
"*","bot"
"*","dime"
"*","cuanto"
"*","debo"
"*","pagar"
"*","por"
"*","meterme"
"*","al"
"a","paso"
"a","peatonal"
"-","-"
"-","-"
"*","bot"
"*","dime"
"*","cuanto"
"*","debo"
"*","pagar"
"*","por"
"*","pase"
"b","alto"
"-","-"
"-","-"
"*","bot"
"*","dime"
"*","cuanto"
"*","debo"
"*","pagar"
"*","por"
"*","ignorar"
"b","luza"
"b","roja"
"-","-"
"-","-"
"*","bot"
"*","dime"
"*","cuanto"
"*","debo"
"*","pagar"
"*","por"
"*","dar"
"*","una"
"c","vuelta"
"c","prohibida"
"-","-"
"-","-"
"*","bot"
"*","dime"
"*","cuanto"
"*","debo"
"*","pagar"
"*","por"
"*","di"
"c","vuelta"
"c","prohibida"
"-","-"
"-","-"
"*","bot"
"*","dime"
"*","cuanto"
"*","debo"
"*","pagar"
"*","por"
"*","no"
"*","traigo"
"d","cinturon"
"*","de"
"d","seguridad"
"-","-"
"-","-"
"*","bot"
"*","dime"
"*","cuanto"
"*","debo"
"*","pagar"
"*","por"
"*","no"
"*","traer"
"d","cinturon"
"*","de"
"d","seguridad"
"-","-"
"-","-"
"*","bot"
"*","dime"
"*","cuanto"
"*","debo"
"*","pagar"
"*","por"
"*","estar"
"*","el"
"a","paso"
"a","peatonal"
"-","-"
"-","-"
"*","oye"
"*","si"
"*","invadir"
"a","paso"
"a","peatonal"
"-","-"
"-","-"
"*","oye"
"*","si"
"*","meterme"
"*","al"
"a","paso"
"a","peatonal"
"-","-"
"-","-"
"*","oye"
"*","si"
"*","pase"
"b","alto"
"-","-"
"-","-"
"*","oye"
"*","si"
"*","ignorar"
"b","luza"
"b","roja"
"-","-"
"-","-"
"*","oye"
"*","si"
"*","dar"
"*","una"
"c","vuelta"
"c","prohibida"
"-","-"
"-","-"
"*","oye"
"*","si"
"*","di"
"c","vuelta"
"c","prohibida"
"-","-"
"-","-"
"*","oye"
"*","si"
"*","no"
"*","traigo"
"d","cinturon"
"*","de"
"d","seguridad"
"-","-"
"-","-"
"*","oye"
"*","si"
"*","no"
"*","traer"
"d","cinturon"
"*","de"
"d","seguridad"
"-","-"
"-","-"
"*","oye"
"*","si"
"*","estar"
"*","el"
"a","paso"
"a","peatonal"
"-","-"
"-","-"
"*","si"
"*","invadir"
"a","paso"
"a","peatonal"
"*","que"
"*","es"
"*","lo"
"*","que"
"*","pasa"
"-","-"
"-","-"
"*","si"
"*","meterme"
"*","al"
"a","paso"
"a","peatonal"
"*","que"
"*","es"
"*","lo"
"*","que"
"*","pasa"
"-","-"
"-","-"
"*","si"
"*","pase"
"b","alto"
"*","que"
"*","es"
"*","lo"
"*","que"
"*","pasa"
"-","-"
"-","-"
"*","si"
"*","ignorar"
"b","luza"
"b","roja"
"*","que"
"*","es"
"*","lo"
"*","que"
"*","pasa"
"-","-"
"-","-"
"*","si"
"*","dar"
"*","una"
"c","vuelta"
"c","prohibida"
"*","que"
"*","es"
"*","lo"
"*","que"
"*","pasa"
"-","-"
"-","-"
"*","si"
"*","di"
"c","vuelta"
"c","prohibida"
"*","que"
"*","es"
"*","lo"
"*","que"
"*","pasa"
"-","-"
"-","-"
"*","si"
"*","no"
"*","traigo"
"d","cinturon"
"*","de"
"d","seguridad"
"*","que"
"*","es"
"*","lo"
"*","que"
"*","pasa"
"-","-"
"-","-"
"*","si"
"*","no"
"*","traer"
"d","cinturon"
"*","de"
"d","seguridad"
"*","que"
"*","es"
"*","lo"
"*","que"
"*","pasa"
"-","-"
"-","-"
"*","si"
"*","estar"
"*","el"
"a","paso"
"a","peatonal"
"*","que"
"*","es"
"*","lo"
"*","que"
"*","pasa"
"-","-"
"-","-"
"*","si"
"*","invadir"
"a","paso"
"a","peatonal"
"*","cuanto"
"*","debo"
"*","pagar"
"-","-"
"-","-"
"*","si"
"*","meterme"
"*","al"
"a","paso"
"a","peatonal"
"*","cuanto"
"*","debo"
"*","pagar"
"-","-"
"-","-"
"*","si"
"*","pase"
"b","alto"
"*","cuanto"
"*","debo"
"*","pagar"
"-","-"
"-","-"
"*","si"
"*","ignorar"
"b","luza"
"b","roja"
"*","cuanto"
"*","debo"
"*","pagar"
"-","-"
"-","-"
"*","si"
"*","dar"
"*","una"
"c","vuelta"
"c","prohibida"
"*","cuanto"
"*","debo"
"*","pagar"
"-","-"
"-","-"
"*","si"
"*","di"
"c","vuelta"
"c","prohibida"
"*","cuanto"
"*","debo"
"*","pagar"
"-","-"
"-","-"
"*","si"
"*","no"
"*","traigo"
"d","cinturon"
"*","de"
"d","seguridad"
"*","cuanto"
"*","debo"
"*","pagar"
"-","-"
"-","-"
"*","si"
"*","no"
"*","traer"
"d","cinturon"
"*","de"
"d","seguridad"
"*","cuanto"
"*","debo"
"*","pagar"
"-","-"
"-","-"
"*","si"
"*","estar"
"*","el"
"a","paso"
"a","peatonal"
"*","cuanto"
"*","debo"
"*","pagar"
"-","-"
"-","-"
"*","por"
"*","invadir"
"a","paso"
"a","peatonal"
"*","me"
"*","toca"
"*","salirme"
"*","del"
"j","coche"
"-","-"
"-","-"
"*","por"
"*","meterme"
"*","al"
"a","paso"
"a","peatonal"
"*","me"
"*","toca"
"*","llevarme"
"*","al"
"k","corralon"
"-","-"
"-","-"
"*","por"
"*","pase"
"b","alto"
"*","me"
"*","toca"
"*","pagar"
"*","una"
"p","infraccion"
"-","-"
"-","-"
"*","por"
"*","ignorar"
"b","luza"
"b","roja"
"*","me"
"*","toca"
"*","mandarme"
"*","al"
"k","corralon"
"-","-"
"-","-"
"*","por"
"*","dar"
"*","una"
"c","vuelta"
"c","prohibida"
"*","me"
"*","toca"
"*","dar"
"*","mi"
"l","credencial"
"-","-"
"-","-"
"*","por"
"*","di"
"c","vuelta"
"c","prohibida"
"*","me"
"*","toca"
"*","salirme"
"*","del"
"j","coche"
"-","-"
"-","-"
"*","por"
"*","no"
"*","traigo"
"d","cinturon"
"*","de"
"d","seguridad"
"*","me"
"*","toca"
"*","remision"
"*","de"
"*","al"
"*","vehiculo"
"k","deposito"
"-","-"
"-","-"
"*","por"
"*","no"
"*","traer"
"d","cinturon"
"*","de"
"d","seguridad"
"*","me"
"*","toca"
"*","llevarme"
"*","al"
"k","corralon"
"-","-"
"-","-"
"*","por"
"*","estar"
"*","el"
"a","paso"
"a","peatonal"
"*","me"
"*","toca"
"*","mandar"
"*","mi"
"*","coche"
"*","al"
"k","deposito"
"-","-"
"-","-"
"*","oye"
"*","me"
"*","quieren"
"*","pagar"
"*","una"
"p","multa"
"*","por"
"*","invadir"
"a","paso"
"a","peatonal"
"*","se"
"*","puede"
"-","-"
"-","-"
"*","oye"
"*","me"
"*","quieren"
"*","pagar"
"*","una"
"p","infraccion"
"*","por"
"*","meterme"
"*","al"
"a","paso"
"a","peatonal"
"*","se"
"*","puede"
"-","-"
"-","-"
"*","oye"
"*","me"
"*","quieren"
"*","salirme"
"*","del"
"j","coche"
"*","por"
"*","pase"
"b","alto"
"*","se"
"*","puede"
"-","-"
"-","-"
"*","oye"
"*","me"
"*","quieren"
"*","bajarme"
"*","del"
"p","auto"
"*","por"
"*","ignorar"
"b","luza"
"b","roja"
"*","se"
"*","puede"
"-","-"
"-","-"
"*","oye"
"*","me"
"*","quieren"
"*","pagar"
"*","una"
"p","multa"
"*","por"
"*","dar"
"*","una"
"c","vuelta"
"c","prohibida"
"*","se"
"*","puede"
"-","-"
"-","-"
"*","oye"
"*","me"
"*","quieren"
"*","mandar"
"*","mi"
"*","coche"
"*","al"
"k","deposito"
"*","por"
"*","di"
"c","vuelta"
"c","prohibida"
"*","se"
"*","puede"
"-","-"
"-","-"
"*","oye"
"*","me"
"*","quieren"
"*","llevarme"
"*","al"
"k","corralon"
"*","por"
"*","no"
"*","traigo"
"d","cinturon"
"*","de"
"d","seguridad"
"*","se"
"*","puede"
"-","-"
"-","-"
"*","oye"
"*","me"
"*","quieren"
"*","llevarme"
"*","al"
"k","corralon"
"*","por"
"*","no"
"*","traer"
"d","cinturon"
"*","de"
"d","seguridad"
"*","se"
"*","puede"
"-","-"
"-","-"
"*","oye"
"*","me"
"*","quieren"
"*","mandarme"
"*","al"
"k","corralon"
"*","por"
"*","estar"
"*","el"
"a","paso"
"a","peatonal"
"*","se"
"*","puede"
"-","-"
"-","-"
"*","la"
"*","multa"
"*","por"
"*","invadir"
"a","paso"
"a","peatonal"
"*","es"
"*","de"
"*","num"
"-","-"
"-","-"
"*","la"
"*","multa"
"*","por"
"*","meterme"
"*","al"
"a","paso"
"a","peatonal"
"*","es"
"*","de"
"*","num"
"-","-"
"-","-"
"*","la"
"*","multa"
"*","por"
"*","pase"
"b","alto"
"*","es"
"*","de"
"*","num"
"-","-"
"-","-"
"*","la"
"*","multa"
"*","por"
"*","ignorar"
"b","luza"
"b","roja"
"*","es"
"*","de"
"*","num"
"-","-"
"-","-"
"*","la"
"*","multa"
"*","por"
"*","dar"
"*","una"
"c","vuelta"
"c","prohibida"
"*","es"
"*","de"
"*","num"
"-","-"
"-","-"
"*","la"
"*","multa"
"*","por"
"*","di"
"c","vuelta"
"c","prohibida"
"*","es"
"*","de"
"*","num"
"-","-"
"-","-"
"*","la"
"*","multa"
"*","por"
"*","no"
"*","traigo"
"d","cinturon"
"*","de"
"d","seguridad"
"*","es"
"*","de"
"*","num"
"-","-"
"-","-"
"*","la"
"*","multa"
"*","por"
"*","no"
"*","traer"
"d","cinturon"
"*","de"
"d","seguridad"
"*","es"
"*","de"
"*","num"
"-","-"
"-","-"
"*","la"
"*","multa"
"*","por"
"*","estar"
"*","el"
"a","paso"
"a","peatonal"
"*","es"
"*","de"
"*","num"
"-","-"
"-","-"
"*","pueden"
"*","pagar"
"*","una"
"p","multa"
"*","por"
"*","invadir"
"a","paso"
"a","peatonal"
"-","-"
"-","-"
"*","pueden"
"*","llevarme"
"*","al"
"k","corralon"
"*","por"
"*","meterme"
"*","al"
"a","paso"
"a","peatonal"
"-","-"
"-","-"
"*","pueden"
"*","pagar"
"*","una"
"p","infraccion"
"*","por"
"*","pase"
"b","alto"
"-","-"
"-","-"
"*","pueden"
"*","bajarme"
"*","del"
"p","auto"
"*","por"
"*","ignorar"
"b","luza"
"b","roja"
"-","-"
"-","-"
"*","pueden"
"*","remision"
"*","de"
"*","al"
"*","vehiculo"
"k","deposito"
"*","por"
"*","dar"
"*","una"
"c","vuelta"
"c","prohibida"
"-","-"
"-","-"
"*","pueden"
"*","pagar"
"*","una"
"p","infraccion"
"*","por"
"*","di"
"c","vuelta"
"c","prohibida"
"-","-"
"-","-"
"*","pueden"
"*","dar"
"*","mi"
"l","credencial"
"*","por"
"*","no"
"*","traigo"
"d","cinturon"
"*","de"
"d","seguridad"
"-","-"
"-","-"
"*","pueden"
"*","dar"
"*","mi"
"l","credencial"
"*","por"
"*","no"
"*","traer"
"d","cinturon"
"*","de"
"d","seguridad"
"-","-"
"-","-"
"*","pueden"
"*","pagar"
"*","una"
"p","infraccion"
"*","por"
"*","estar"
"*","el"
"a","paso"
"a","peatonal"
"-","-"
"-","-"
"*","por"
"*","invadir"
"a","paso"
"a","peatonal"
"*","pueden"
"*","hacerme"
"*","pagar"
"-","-"
"-","-"
"*","por"
"*","meterme"
"*","al"
"a","paso"
"a","peatonal"
"*","pueden"
"*","hacerme"
"*","pagar"
"-","-"
"-","-"
"*","por"
"*","pase"
"b","alto"
"*","pueden"
"*","hacerme"
"*","pagar"
"-","-"
"-","-"
"*","por"
"*","ignorar"
"b","luza"
"b","roja"
"*","pueden"
"*","hacerme"
"*","pagar"
"-","-"
"-","-"
"*","por"
"*","dar"
"*","una"
"c","vuelta"
"c","prohibida"
"*","pueden"
"*","hacerme"
"*","pagar"
"-","-"
"-","-"
"*","por"
"*","di"
"c","vuelta"
"c","prohibida"
"*","pueden"
"*","hacerme"
"*","pagar"
"-","-"
"-","-"
"*","por"
"*","no"
"*","traigo"
"d","cinturon"
"*","de"
"d","seguridad"
"*","pueden"
"*","hacerme"
"*","pagar"
"-","-"
"-","-"
"*","por"
"*","no"
"*","traer"
"d","cinturon"
"*","de"
"d","seguridad"
"*","pueden"
"*","hacerme"
"*","pagar"
"-","-"
"-","-"
"*","por"
"*","estar"
"*","el"
"a","paso"
"a","peatonal"
"*","pueden"
"*","hacerme"
"*","pagar"
"-","-"
"-","-"
"*","por"
"*","invadir"
"a","paso"
"a","peatonal"
"*","tengo"
"*","que"
"*","dar"
"*","mi"
"*","credencial"
"-","-"
"-","-"
"*","por"
"*","meterme"
"*","al"
"a","paso"
"a","peatonal"
"*","tengo"
"*","que"
"*","dar"
"*","mi"
"*","credencial"
"-","-"
"-","-"
"*","por"
"*","pase"
"b","alto"
"*","tengo"
"*","que"
"*","dar"
"*","mi"
"*","credencial"
"-","-"
"-","-"
"*","por"
"*","ignorar"
"b","luza"
"b","roja"
"*","tengo"
"*","que"
"*","dar"
"*","mi"
"*","credencial"
"-","-"
"-","-"
"*","por"
"*","dar"
"*","una"
"c","vuelta"
"c","prohibida"
"*","tengo"
"*","que"
"*","dar"
"*","mi"
"*","credencial"
"-","-"
"-","-"
"*","por"
"*","di"
"c","vuelta"
"c","prohibida"
"*","tengo"
"*","que"
"*","dar"
"*","mi"
"*","credencial"
"-","-"
"-","-"
"*","por"
"*","no"
"*","traigo"
"d","cinturon"
"*","de"
"d","seguridad"
"*","tengo"
"*","que"
"*","dar"
"*","mi"
"*","credencial"
"-","-"
"-","-"
"*","por"
"*","no"
"*","traer"
"d","cinturon"
"*","de"
"d","seguridad"
"*","tengo"
"*","que"
"*","dar"
"*","mi"
"*","credencial"
"-","-"
"-","-"
"*","por"
"*","estar"
"*","el"
"a","paso"
"a","peatonal"
"*","tengo"
"*","que"
"*","dar"
"*","mi"
"*","credencial"
"-","-"
"-","-"
"*","en"
"*","que"
"*","casos"
"*","debo"
"*","pagar"
"*","una"
"p","infraccion"
"-","-"
"-","-"
"*","en"
"*","que"
"*","casos"
"*","debo"
"*","pagar"
"*","una"
"p","multa"
"-","-"
"-","-"
"*","en"
"*","que"
"*","casos"
"*","debo"
"*","llevarme"
"*","al"
"k","corralon"
"-","-"
"-","-"
"*","en"
"*","que"
"*","casos"
"*","debo"
"*","remision"
"*","de"
"*","al"
"*","vehiculo"
"k","deposito"
"-","-"
"-","-"
"*","en"
"*","que"
